x,y,z,vx,vy,vz,temp
-470751,4.81778e+06,-1.57557e+06,-1037.53,-1729.11,1866.3,2000
-2.28805e+06,-1.25497e+06,3.07192e+06,1739.32,66.84,-4174.37,2000
1.48055e+06,4.4509e+06,648658,-647.09,-3580.35,-345.358,2000
5.90366e+06,-1.96734e+06,721848,-547.128,-28.7332,-4903.52,2000
2.79188e+06,1.02465e+06,-1.14209e+06,-1532.46,-391.48,6336.71,2000
422699,1.84803e+06,3.28626e+06,-20581.5,-3627.08,-4464.81,2000
-4.33263e+06,-2.90044e+06,-1.47463e+06,3515.03,2144.82,223.564,2000
2.41982e+06,-175411,-1.08479e+06,-771.141,-73.7232,-5.18165,2000
1.5455e+06,2.79669e+06,564314,-985.452,-2109.6,-982.399,2000
3.56313e+06,-1.4154e+06,-2.10625e+06,-3639.21,352.504,2165.09,2000
-2.58346e+06,-1.61468e+06,3.0223e+06,2990.18,1717.99,-3802.97,2000
4.74371e+06,-1.31558e+06,-1.72116e+06,-2074.77,667.61,842.727,2000
-740134,2.63827e+06,1.74702e+06,-444.711,-2765.54,-1396.67,2000
-1.47168e+06,-1.18777e+06,1.79532e+06,1632.53,2030.85,-249.821,2000
-2.51686e+06,-560301,-4.27611e+06,3083.08,1167.96,3188.73,2000
-1.86447e+06,-1.74207e+06,2.9208e+06,2566.55,14.0114,-1521.12,2000
-659643,-2.12878e+06,3.14256e+06,1543.89,20430.5,-5700.13,2000
-1.80777e+06,-3.31493e+06,3.61287e+06,1711.74,2994.67,-3361.22,2000
-4.68367e+06,581148,772540,4313.19,-744.113,-433.484,2000
-417307,4.73298e+06,-1.62771e+06,1379.66,-5892.07,-145.899,2000
-1.13602e+06,-2.11326e+06,-496865,173.561,3112.9,691.472,2000
2.81275e+06,1.04424e+06,-1.1346e+06,-30.5944,-2288.64,-274.161,2000
1.36058e+06,2.56679e+06,4.58184e+06,-913.31,-2317.42,-3276.39,2000
201317,-35412.1,-4.34709e+06,-1093.66,-1366.66,3405.1,2000
-4.15367e+06,1.30121e+06,-1.27438e+06,3214.53,-3315.43,-1970.52,2000
-2.76338e+06,2.78507e+06,2.18398e+06,2420.86,-3043.36,-1995.24,2000
-903242,-3.5949e+06,-3.09622e+06,341.068,3249.16,2789.32,2000
-717271,-2.6396e+06,3.174e+06,4744.09,7410.8,-8765.66,2000
5.14711e+06,-958206,1.05739e+06,-4285.8,862.629,-846.937,2000
876394,-2.30067e+06,4.39474e+06,-13993.5,2600.53,7391.01,2000
-4.6935e+06,369807,904290,4140.97,786.897,-1578.85,2000
-594786,1.02333e+06,-1.72812e+06,-692.102,-424.25,3464.43,2000
-6.28238e+06,-1.6917e+07,2.25463e+07,-13015.5,-95332.9,108534,2000
58632.7,-2.82982e+06,-2.43768e+06,1892.19,3915.12,2914.72,2000
-3.41782e+06,-465141,2.85019e+06,4134.6,730.775,-3457.37,2000
349183,320638,-2.90724e+06,-343.163,-1666.55,2108.01,2000
953321,-4.62258e+06,-8290.89,7410.81,-1754.38,11511.9,2000
-606791,-473961,2.25231e+06,151.636,-700.863,-1738.49,2000
1.69754e+06,4.33829e+06,-1.03509e+06,-1863.38,-1746.55,-101.157,2000
-3.02478e+06,365313,2.16837e+06,2696.92,199.314,-1383.99,2000
-2.76217e+06,-3.35314e+06,3.20381e+06,2393.73,2535.05,-2389.38,2000
-1.08138e+06,-755603,1.49267e+06,586.635,344.912,-456.322,2000
895923,-1.97662e+06,-2.69996e+06,-8234.4,-6441.94,-1684.91,2000
-1.31147e+06,-6.74474e+06,-935379,-3607.04,-5631.25,5733.28,2000
1.16781e+06,-4.89277e+06,-1.39275e+06,-363.567,4156.23,1290.58,2000
-2.6129e+06,2.3452e+06,1.81621e+06,2227.9,-1066.05,-2575.3,2000
3.43034e+06,3.04588e+06,1.14314e+06,-3220.7,-3204.43,-1119.24,2000
-54800.2,-680308,-4.49764e+06,-1711.43,113.807,3789.68,2000
-205008,-1.11021e+06,878211,-210.719,823.212,-1127.23,2000
-623101,-2.87655e+06,1.44583e+06,461.455,2476.8,-1276.51,2000
-454019,3.02678e+06,-1.14936e+06,196.745,-2486.26,685.607,2000
1.65649e+06,3.08145e+06,206290,-271.625,-1142.27,861.102,2000
1.97832e+06,512051,-3.01387e+06,34404.6,4232.73,-27798.3,2000
1.94646e+06,3.16023e+06,-504197,-1323.22,-6932.97,10975.7,2000
-1.88653e+06,-3.774e+06,2.10856e+06,2100.72,2085.14,-1206.51,2000
18092.6,3.01413e+06,1.25363e+06,265.035,-1278.42,-178.976,2000
-782038,2.15325e+06,-2.71703e+06,2127.16,-1332.99,2100.88,2000
343615,-3.27164e+06,-1.1697e+06,1085.21,-3291.54,14648.5,2000
-2.36143e+06,3.4378e+06,-507418,1263.06,-2866.92,816.072,2000
4.54689e+06,-1.12749e+06,-167910,-4391.65,504.812,1329.88,2000
-4.86598e+06,4.42138e+06,-1.26211e+06,-2807.62,3877.36,-8759.87,2000
4.57557e+06,-7829.68,-2.81457e+06,-3375.81,274.834,2474.88,2000
2.65039e+06,1.6901e+06,3.38336e+06,2339.55,173.252,-1250.26,2000
6.22545e+06,2.39402e+06,-3.94073e+06,14716.1,-1576.52,-19306.8,2000
4.37876e+06,-599156,517440,-3857.39,377.537,-267.367,2000
-4.42557e+06,-267855,1.38543e+06,3758.5,826.356,-1460.29,2000
-1.06996e+06,-3.68371e+06,-165283,1810.75,3266.74,509.107,2000
460991,5.03337e+06,2.0729e+06,-102.539,-3449.87,-1344.75,2000
-410301,-343135,-3.56915e+06,694.921,707.794,2485.06,2000
1.95779e+06,-2.12672e+06,312566,-2718.75,7483.9,16044.3,2000
3.79742e+06,1.77907e+06,3.20509e+06,-3332.28,-987.073,-3419.92,2000
