x,y,z,vx,vy,vz,temp
-467512,5.07183e+06,-1.58096e+06,118.082,-2060.95,49.7897,2000
-2.4677e+06,-1.26646e+06,3.49137e+06,1240.23,114.795,-2836.01,2000
1.54694e+06,4.81452e+06,682579,-460.949,-2492.1,-222.457,2000
5.90403e+06,-1.94036e+06,1.3005e+06,541.873,-428.35,-4726.22,2000
2.84218e+06,1.17417e+06,-1.4102e+06,-1450.14,-61.9966,2193.33,2000
2.88645e+06,2.24025e+06,3.7574e+06,-20331.2,-2819.77,-3405.91,2000
-4.68846e+06,-3.11726e+06,-1.50152e+06,2430.94,1489.95,215.242,2000
2.48728e+06,-165576,-1.07546e+06,-328.385,-41.9359,-128.548,2000
1.65131e+06,3.0266e+06,656492,-740.911,-1680.95,-569.63,2000
3.9275e+06,-1.45056e+06,-2.32655e+06,-2461.03,237.48,1516.46,2000
-2.88583e+06,-1.78244e+06,3.39858e+06,2044.58,1110.62,-2526.98,2000
5.03352e+06,-1.22179e+06,-1.84463e+06,-2786.83,-736.435,1430.21,2000
-715986,2.91447e+06,1.88151e+06,-72.4326,-1865.99,-874.724,2000
-1.62572e+06,-1.37587e+06,1.83729e+06,992.026,1206.58,-354.068,2000
-2.81e+06,-675609,-4.61097e+06,1901.67,762.636,2345.71,2000
-2.15924e+06,-1.70408e+06,3.04008e+06,2486.87,-700.924,-417.248,2000
-810934,-2.63914e+06,3.42223e+06,854.849,1962.22,-1623.11,2000
-1.98159e+06,-3.61523e+06,3.95143e+06,1196.78,2034.35,-2298.18,2000
-5.12286e+06,644790,826640,3017.52,-375.274,-428.664,2000
-457136,5.24615e+06,-1.80267e+06,144.539,-3157.53,1214.35,2000
-1.16424e+06,-2.41919e+06,-564453,231.294,2022.84,447.927,2000
2.96022e+06,1.03139e+06,-1.34726e+06,-3044.73,302.464,1554.92,2000
1.45577e+06,2.80155e+06,4.91503e+06,-674.14,-1606.61,-2291.37,2000
307194,97427.4,-4.6959e+06,-690.332,-875.694,2396.24,2000
-4.57471e+06,1.69159e+06,-1.00102e+06,3780.58,-3130.05,-2440.32,2000
-3.00684e+06,3.09306e+06,2.38452e+06,1650.12,-2111.86,-1364.61,2000
-943538,-3.92403e+06,-3.38289e+06,337.042,2200.82,1986.13,2000
-986718,-3.17802e+06,3.78576e+06,3147.58,1351.23,-5150.14,2000
5.5771e+06,-1.04654e+06,1.14225e+06,-2914.08,616.41,-577.691,2000
2.54294e+06,-2.58374e+06,3.45283e+06,-13658,2099.19,8250.75,2000
-5.11041e+06,299359,1.05949e+06,2832.92,444.166,-1038.89,2000
-554435,1.08851e+06,-2.02905e+06,-164.593,-531.28,1884.02,2000
-4.7189e+06,-5.47384e+06,9.51762e+06,-13058.9,-95404.2,108643,2000
-112311,-3.23738e+06,-2.71265e+06,1079.6,2801.98,1786.18,2000
-3.60879e+06,-413193,3.09246e+06,958.206,13.486,-1665.09,2000
381969,487553,-3.12866e+06,-200.101,-1099.11,1589.02,2000
58633.2,-4.34429e+06,-1.39036e+06,7569.65,-2863.33,11432.6,2000
-622805,-406375,2.42605e+06,118.969,-444.899,-1152.92,2000
1.8831e+06,4.55295e+06,-1.04944e+06,-1228.82,-1621.58,210.291,2000
-3.25595e+06,386213,2.32078e+06,1532.31,-165.937,-1034.64,2000
-3.00521e+06,-3.61174e+06,3.44547e+06,1662.34,1782.36,-1643.19,2000
-1.14128e+06,-791127,1.54344e+06,400.732,230.994,-401.683,2000
1.86772e+06,-1.19594e+06,-2.45431e+06,-7978.49,-6541.01,-2458.88,2000
-865676,-6.01718e+06,-1.61488e+06,-3828.66,-6536.77,5571.87,2000
1.2075e+06,-5.31183e+06,-1.52626e+06,-291.422,2846.69,947.648,2000
-2.82688e+06,2.50339e+06,2.03883e+06,1384.74,-1236.2,-1419.52,2000
3.75331e+06,3.37101e+06,1.24962e+06,-2187.65,-2216.46,-671.792,2000
86962,-792833,-4.81463e+06,295.596,818.575,1614.42,2000
-187176,-1.18946e+06,991695,-119.366,526.673,-779.765,2000
-662652,-3.13022e+06,1.5706e+06,289.179,1744.64,-846.166,2000
-468676,3.28041e+06,-1.22113e+06,78.9078,-1741.91,480.775,2000
1.67399e+06,3.35984e+06,108923,-23.9288,-278.434,911.266,2000
-1.14335e+06,156191,-479040,1326.54,-538.91,-475.615,2000
2.07442e+06,3.94521e+06,-1.79589e+06,-817.555,-6185.94,10537.6,2000
-2.1111e+06,-3.99325e+06,2.22748e+06,1553.57,1558.72,-809.535,2000
5861.45,3.25384e+06,1.32049e+06,-949.628,-1997.92,-1272.5,2000
-962091,2.3068e+06,-2.94226e+06,1138.73,-1081.73,1540.32,2000
211041,-2.83876e+06,-2.92934e+06,1112.68,-3381.94,14825.1,2000
