x,y,z,vx,vy,vz,temp
-535143,4.61717e+06,-1.43438e+06,-694.196,-3085.41,1794.07,2000
-2.13841e+06,-1.25465e+06,2.697e+06,1948.42,-93.3391,-5229.21,2000
1.42328e+06,4.13301e+06,616426,-789.456,-4368.62,-456.776,2000
5.82895e+06,-1.95954e+06,326263,-1327.66,211.479,-4980.74,2000
2.74232e+06,990890,-888571,-2218.61,-1470.73,2287.15,2000
-1.22018e+06,1.54346e+06,2.90358e+06,-20438.6,-3987.19,-5087.36,2000
-4.01837e+06,-2.70819e+06,-1.45745e+06,4353.2,2667.37,199.507,2000
2.34632e+06,-179552,-1.08033e+06,-1068.78,-35.8365,120.465,2000
1.46463e+06,2.62159e+06,469826,-938.09,-2103.76,-1441.65,2000
3.23354e+06,-1.38514e+06,-1.91231e+06,-4618.89,397.206,2700.64,2000
-2.31722e+06,-1.45539e+06,2.67385e+06,3663.9,2314.89,-4988.47,2000
4.52211e+06,-1.25999e+06,-1.62431e+06,-3380.78,710.887,1500.52,2000
-865290,2.41165e+06,1.60955e+06,-4963.21,-672.621,-1380.48,2000
-1.62088e+06,-937204,1.97426e+06,-7101.47,4026.01,5189.91,2000
-2.21372e+06,-454728,-4.01604e+06,4798.85,1481.19,2903.98,2000
-1.65029e+06,-1.72477e+06,2.77173e+06,2778.65,419.412,-2217.57,2000
-540331,-490678,2.63695e+06,1487.54,20490.5,-6764.18,2000
-1.65373e+06,-3.04438e+06,3.31225e+06,2143.78,3779.93,-4161.71,2000
-4.32063e+06,464094,749366,-656.933,-6040.25,-2302.78,2000
-325118,4.24857e+06,-1.62351e+06,1006.38,-6470.12,70.2004,2000
-1.14675e+06,-1.82848e+06,-422590,-740.777,3953.34,1292.56,2000
2.58837e+06,914950,-926618,-837.26,-184.286,1456.43,2000
1.2807e+06,2.36044e+06,4.28986e+06,-1083.38,-2842.67,-4030.08,2000
100876,-163828,-4.04883e+06,-1401.64,-1853.99,4054.69,2000
-3.87792e+06,1.02793e+06,-1.4167e+06,3816.62,-3571.94,-1914.97,2000
-2.54519e+06,2.51147e+06,2.00313e+06,3057.47,-3833.01,-2567.7,2000
-868043,-3.29401e+06,-2.81411e+06,736,4201.12,4019.26,2000
-352159,-1.99175e+06,2.49506e+06,4474.81,8549.55,-8625.09,2000
4.76083e+06,-881640,980831,-5388.93,1051.57,-1070.53,2000
-242934,-2.07577e+06,4.95019e+06,-13991.1,3026.09,6508.05,2000
-4.3014e+06,488141,750004,11107.8,6009.4,-139.295,2000
-616778,808404,-1.36018e+06,-181.674,-3574.95,3916.2,2000
-7.32335e+06,-2.45429e+07,3.12281e+07,-13009.8,-95316.8,108513,2000
247552,-2.50381e+06,-2.19386e+06,2717.05,4259.51,2994.28,2000
-3.13253e+06,-396379,2.56106e+06,3433.7,905.891,-3837.81,2000
319449,172744,-2.72894e+06,-382.926,-2010.49,2321.29,2000
1.54172e+06,-4.73359e+06,904998,7259.75,-995.551,11264.7,2000
-595068,-542066,2.09692e+06,138.021,-1016.53,-2130.16,2000
1.58933e+06,4.24521e+06,-1.08015e+06,-27.1184,-863.102,-911.082,2000
-2.70819e+06,339123,1.93081e+06,4177.79,-568.766,-3373.36,2000
-2.54871e+06,-3.12719e+06,2.99112e+06,2944.1,3118.77,-2937.47,2000
-1.03119e+06,-727946,1.45575e+06,676.882,325.383,-454.2,2000
238983,-2.51543e+06,-2.82892e+06,-7315.06,-7407.33,-1402.49,2000
-1.5945e+06,-7.17391e+06,-474802,-3472.01,-5112.95,5771.45,2000
1.13786e+06,-4.52001e+06,-1.27776e+06,-376.791,5173.32,1593.84,2000
-2.48358e+06,2.361e+06,1.81587e+06,1702.54,-162.058,703.385,2000
3.14034e+06,2.75945e+06,1.04126e+06,-4050.01,-3982.51,-1431.11,2000
-172887,-653645,-4.18527e+06,-1287.85,597.262,4011.7,2000
-232607,-1.04019e+06,780795,-406.325,912.479,-1305.4,2000
-582043,-2.65193e+06,1.33557e+06,544.91,3153.34,-1489.73,2000
-433582,2.80524e+06,-1.08986e+06,313.728,-3057.11,811.406,2000
1.75367e+06,3.01299e+06,91619.7,3388.57,1635.82,-4909.63,2000
4.71954e+06,847345,-5.19904e+06,34068.3,4139,-26965.3,2000
1.81759e+06,2.58925e+06,394335,-2028.19,-7194.48,11429.1,2000
-1.7307e+06,-3.58404e+06,1.98452e+06,1428.12,2579.02,-2052.34,2000
33942.1,2.88585e+06,1.21086e+06,74.0549,-2006.22,-838.134,2000
-579820,2.08251e+06,-2.50112e+06,2762.3,-891.208,3806.76,2000
436905,-3.50208e+06,7276.9,1147.75,-2481.23,14702.6,2000
-2.24477e+06,3.17774e+06,-437510,1667.31,-3685.31,923.427,2000
4.13012e+06,-1.08841e+06,-46430.5,-6348.82,482.555,1315.17,2000
-5.07235e+06,4.71502e+06,-1.95666e+06,-2372.69,3477.59,-8601.59,2000
4.27214e+06,18735.5,-2.59301e+06,-4214.87,397.434,3070.58,2000
2.81221e+06,1.69199e+06,3.25477e+06,1725.31,-129.937,-1973.38,2000
