x,y,z,vx,vy,vz,temp
-489331,4.77765e+06,-1.53978e+06,-862.307,-2208.56,1752.8,2000
-2.25246e+06,-1.25385e+06,2.98588e+06,1814.96,45.2422,-4418.17,2000
1.46726e+06,4.37728e+06,641495,-679.2,-3771.75,-371.015,2000
5.89075e+06,-1.96724e+06,623546,-734.917,35.1146,-4925.29,2000
2.79893e+06,1.03365e+06,-1.05147e+06,337.173,41.5582,3273.69,2000
11140.9,1.77457e+06,3.1952e+06,-20573.2,-3715.16,-4630.02,2000
-4.26026e+06,-2.85626e+06,-1.47018e+06,3712.96,2268.53,221.035,2000
2.40367e+06,-176766,-1.08459e+06,-841.143,-62.2816,24.0542,2000
1.52554e+06,2.75395e+06,543794,-1008.02,-2160.91,-1066.96,2000
3.48797e+06,-1.40818e+06,-2.06171e+06,-3867.7,367.686,2283.86,2000
-2.52195e+06,-1.57904e+06,2.9436e+06,3154.01,1841.07,-4056.55,2000
4.69819e+06,-1.30194e+06,-1.70195e+06,-2448.21,689.354,1056.04,2000
-750966,2.58115e+06,1.71785e+06,-645.202,-2939.1,-1518.29,2000
-1.43693e+06,-1.14412e+06,1.7919e+06,1854.22,2349.94,-73.0377,2000
-2.45226e+06,-536189,-4.21132e+06,3369.38,1239.36,3280.94,2000
-1.81252e+06,-1.74077e+06,2.88866e+06,2624.56,110.85,-1684.11,2000
-628812,-1.71993e+06,3.02556e+06,1529.56,20496.7,-6006.66,2000
-1.77249e+06,-3.25312e+06,3.54363e+06,1812.62,3179.08,-3553.44,2000
-4.59502e+06,564972,764206,4540.68,-874.959,-398.095,2000
-391756,4.61604e+06,-1.62847e+06,1215.87,-5858.6,25.7092,2000
-1.13341e+06,-2.04874e+06,-482287,84.5595,3331.7,767.93,2000
2.7642e+06,983040,-1.10318e+06,-2876.78,-2575.2,2859.51,2000
1.34187e+06,2.51911e+06,4.51444e+06,-955.254,-2444.73,-3455.83,2000
178603,-63875.9,-4.27727e+06,-1174.34,-1476.12,3566.96,2000
-4.08877e+06,1.23477e+06,-1.31214e+06,3283.19,-3332.37,-1819.69,2000
-2.71347e+06,2.72236e+06,2.14281e+06,2564.86,-3219.5,-2116.9,2000
-897311,-3.52801e+06,-3.03832e+06,215.954,3446.48,3043.08,2000
-623749,-2.48528e+06,3.0042e+06,4614.43,7825.79,-8373.97,2000
5.0587e+06,-940475,1.03991e+06,-4544.51,908.364,-899.119,2000
596659,-2.24771e+06,4.5402e+06,-13985.1,2695.64,7166.58,2000
-4.60814e+06,386756,871396,4385.04,909.439,-1708.85,2000
-613312,1.01769e+06,-1.64715e+06,-1236.59,-46.2053,5065.98,2000
-6.54266e+06,-1.88236e+07,2.47169e+07,-13013.6,-95327.9,108528,2000
99199.6,-2.75067e+06,-2.37771e+06,2151.99,3990.71,3056.66,2000
-3.3413e+06,-449022,2.78074e+06,3645.69,842.215,-3500.04,2000
342122,286298,-2.86431e+06,-361.699,-1762.35,2178.47,2000
1.10134e+06,-4.6558e+06,221889,7390.95,-1578.38,11503.7,2000
-603769,-488674,2.21648e+06,150.452,-768.476,-1840.07,2000
1.65983e+06,4.30553e+06,-1.03908e+06,-1884.62,-1513.69,-303.012,2000
-2.95e+06,366903,2.12096e+06,3928.28,-265.669,-2904.45,2000
-2.71291e+06,-3.30099e+06,3.15467e+06,2526.67,2673.62,-2518.42,2000
-1.06944e+06,-748625,1.48348e+06,606.066,351.034,-462.764,2000
730418,-2.10563e+06,-2.73306e+06,-8312.77,-6459.71,-1640.66,2000
