x,y,z,vx,vy,vz,temp
-545919,1.11214e+06,-92692.6,2783.8,-17652.5,5118.53,2000
-76687.6,470548,-450911,14087.5,-5126.6,1164.46,2000
314511,-319920,90813.4,-19658.8,-27143.9,-18701.3,2000
4.12442e+06,-1.55827e+06,-1.82391e+06,-6263.88,1801.17,-4013.75,2000
343069,-231382,368698,-24874.5,7664.13,-9950.65,2000
-9.71467e+06,-482554,-155107,-16840.4,-4496.28,-7165.55,2000
-332946,-503091,1272.74,18119.6,15702,7981.05,2000
-21190.6,-171406,218219,-17415.3,8431.24,15502.7,2000
401418,468277,56374.6,-10286.6,-20086,974.556,2000
86415.3,-17111,60445.1,-8760.94,15899.4,16592.6,2000
422050,79163.2,5089.34,-1890.79,-4501.85,7390.67,2000
335991,-306622,20366.2,-30839.3,15313.9,9390.3,2000
-80212.8,-155913,-35708.8,10887.8,-23984.2,463.938,2000
-3.92032e+06,804617,3.02633e+06,-2518.91,3537.22,-199.361,2000
-467743,-420065,-661777,10021.8,3685.25,19211.3,2000
200353,273657,-3635.57,10006.3,644.54,-16086.6,2000
369398,7.91212e+06,-1.11478e+06,2081.64,15941.1,-8641.08,2000
408077,223997,-171812,7103.14,-1589.8,-8272.46,2000
-2.44356e+06,-1.66853e+06,-438651,9126.36,-2758.52,-2424.32,2000
-404759,404208,-347209,6493.97,-18925.2,10360,2000
-2.64833e+06,1.33333e+06,1.0744e+06,1813,6194.26,1952.52,2000
66597.8,-368305,205979,-28394.4,12037.8,-9057.4,2000
80723.8,-231054,-250765,-14247.7,-2705.08,-30382.8,2000
-63507.3,-783444,-117531,4390.52,11797.6,17509.6,2000
-626749,-505687,-1.10097e+06,14911.7,-2265.76,8695.94,2000
-246516,-384146,-89780.3,20098,-7612.98,-7182.12,2000
468348,202352,312797,-3583.17,-130.76,9783.33,2000
1.35144e+06,1.70224e+06,-1.44054e+06,1223.27,3284.98,-5236.6,2000
8313.42,-190365,-29769.3,-23621.2,-13004.5,9139.2,2000
-6.40909e+06,-445032,7.15311e+06,-12750.9,3744.81,3710.73,2000
1.54883e+06,1.52828e+06,170660,11259.6,-5717.6,-3457.6,2000
-11377.1,-419335,625028,6022.28,13236,-2484.99,2000
-1.33056e+07,-6.83807e+07,8.11344e+07,-13002.7,-95290.6,108481,2000
150695,87051.9,241603,-29161.5,9195.33,6673.87,2000
552799,-119648,-164154,257.759,12054.5,-1224.48,2000
113219,-304517,35104,6233.64,11803.1,28475.5,2000
4.47547e+06,-4.39278e+06,5.65006e+06,5540.13,1772.32,9373.43,2000
99568.6,100212,-190678,27575,-18615.5,-62963.1,2000
678265,1.46989e+06,-159681,-5675.33,-14887.2,4283.13,2000
519520,-224110,41078.9,2747.97,12024.7,1959.55,2000
488581,455972,50017.5,26534.1,46255.8,6296.94,2000
299639,121287,-15005.2,12180.5,5674.75,-2017.53,2000
-2.4287e+06,-4.77336e+06,-2.48144e+06,-4932.71,-2763.52,2210.55,2000
-3.03521e+06,-8.98261e+06,2.14099e+06,-2812.25,-2966.67,5536.89,2000
119368,282780,88942.9,-18110.2,-391.315,20418.2,2000
-121196,-117961,284342,16898.9,-10425.5,-24384.5,2000
-25286.1,-298448,37094.5,-17466.3,-10814.3,-6022.48,2000
338103,-168989,155589,-9172.68,21552.5,28276.6,2000
-1.2368e+06,-294129,-33981.1,46.9016,5941.43,-1022.56,2000
176344,-12822.4,-61566.8,9733.17,-12115.9,-18108.8,2000
78508.8,-82293.5,-84371.4,5002.16,-23369.7,18998.9,2000
2.42718e+06,2.29831e+06,-1.71413e+06,-1079.15,-4971.37,-2410.79,2000
2.01895e+07,2.72352e+06,-1.73815e+07,33434,4054.76,-26289,2000
27678.6,-1.26131e+06,4.56937e+06,-4881.95,-8398.93,5098.44,2000
120839,-8691.69,40895.6,26377.2,24637.2,-18282.1,2000
72889.6,-379665,-22086.8,9869.97,-17177.1,-11798.5,2000
164749,-128571,287514,5382.42,-16334.3,7021.88,2000
690443,-3.48295e+06,6.20302e+06,254.968,1687.69,11889.8,2000
-207850,-293216,312267,18947.4,-14678.9,-11608.2,2000
122548,46655.8,63180.2,-34828.4,-1060.2,-13445.7,2000
-5.78086e+06,5.93776e+06,-5.6872e+06,-926.966,2042.05,-7643.52,2000
-149406,-227519,252792,-15339.6,3372.61,-4773.12,2000
2.94952e+06,1.03559e+06,844522,-2066.26,-3172.43,-8234.17,2000
