x,y,z,vx,vy,vz,temp
-485060,5.39771e+06,-1.60632e+06,6.83793,-142.315,15.9908,2000
-2.65579e+06,-1.29007e+06,3.91353e+06,80.5642,12.0785,-176.368,2000
1.61909e+06,5.19599e+06,718443,-31.7791,-163.099,-15.5474,2000
5.49021e+06,-1.73291e+06,2.42909e+06,72.414,-35.3708,-365.326,2000
3.02164e+06,1.23267e+06,-1.73523e+06,-71.561,-33.779,128.961,2000
3.75676e+06,2.52791e+06,4.09987e+06,-159.702,-103.629,-137.515,2000
-5.06009e+06,-3.34336e+06,-1.5372e+06,159.126,95.7827,16.2545,2000
2.53842e+06,-191732,-1.08015e+06,-22.9032,8.67855,7.74605,2000
1.76627e+06,3.30255e+06,732621,-50.564,-120.721,-30.5323,2000
4.29715e+06,-1.488e+06,-2.56289e+06,-156.574,17.6919,105.78,2000
-3.19126e+06,-1.94705e+06,3.77863e+06,128.611,68.553,-159.1,2000
5.4497e+06,-1.14661e+06,-2.06193e+06,-176.045,-20.2606,96.5452,2000
-713650,3.19557e+06,2.01135e+06,2.41702,-118.057,-53.9083,2000
-1.7743e+06,-1.54963e+06,1.90626e+06,62.7668,70.808,-31.7433,2000
-3.09045e+06,-789865,-4.97191e+06,117.56,50.1197,154.947,2000
-2.36248e+06,-1.90067e+06,3.32577e+06,28.8164,118.902,-155.542,2000
-934255,-2.92074e+06,3.66992e+06,50.3402,112.66,-106.869,2000
-2.16843e+06,-3.92177e+06,4.30341e+06,82.4623,129.299,-152.147,2000
-5.58286e+06,690897,899361,195.296,-14.7311,-33.3086,2000
-482668,5.71681e+06,-1.9771e+06,11.1753,-197.184,71.5071,2000
-1.20486e+06,-2.71415e+06,-629998,19.9549,120.861,27.0335,2000
3.37626e+06,1.018e+06,-1.55204e+06,-162.538,-7.03254,82.8403,2000
1.55905e+06,3.04639e+06,5.26567e+06,-44.1207,-104.192,-150.437,2000
408595,226490,-5.06211e+06,-42.6216,-53.5662,156.928,2000
-4.81966e+06,1.8308e+06,-689070,93.0182,-16.4066,-50.0481,2000
-3.25127e+06,3.41603e+06,2.59181e+06,97.7368,-137.771,-86.8315,2000
-1.00018e+06,-4.25602e+06,-3.68313e+06,25.5889,142.015,128.135,2000
-1.15561e+06,-3.53915e+06,4.27023e+06,58.0654,135.796,-196.241,2000
6.01866e+06,-1.14675e+06,1.23564e+06,-188.95,49.5673,-46.3041,2000
3.03697e+06,-2.97075e+06,3.35256e+06,-114.123,167.132,-25.1702,2000
-5.53927e+06,230943,1.21595e+06,181.962,30.1419,-65.8768,2000
-536215,1.17492e+06,-2.2993e+06,-5.24055,-38.3491,109.662,2000
-4.22802e+06,-45149.1,3.70311e+06,150.066,-1.64964,-210.292,2000
-271762,-3.66211e+06,-2.98699e+06,62.4637,176.682,117.269,2000
-3.75934e+06,-434620,3.35081e+06,68.7086,10.6891,-112.779,2000
