x,y,z,vx,vy,vz,temp
-470860,5.13115e+06,-1.58313e+06,106.151,-1887.11,93.3708,2000
-2.50298e+06,-1.26998e+06,3.57192e+06,1106.65,119.477,-2524.32,2000
1.56011e+06,4.88566e+06,688900,-415.693,-2243.45,-198.998,2000
5.8839e+06,-1.92602e+06,1.44148e+06,808.722,-531.088,-4669.94,2000
2.87995e+06,1.17981e+06,-1.47425e+06,-1108.75,-262.828,2019.52,2000
3.40414e+06,2.31943e+06,3.84646e+06,-3879.7,-1850.29,-1648.09,2000
-4.75772e+06,-3.15977e+06,-1.50776e+06,2179.79,1338.87,199.741,2000
2.49538e+06,-165703,-1.07175e+06,-215.672,70.1823,-105.624,2000
1.67241e+06,3.07522e+06,672200,-663.962,-1557.35,-475.559,2000
3.99743e+06,-1.45735e+06,-2.36987e+06,-2194.05,214.326,1367.17,2000
-2.94385e+06,-1.81395e+06,3.47049e+06,1816.53,986.992,-2260.16,2000
5.11256e+06,-1.20261e+06,-1.88513e+06,-2475.37,-550.121,1267.96,2000
-714283,2.96759e+06,1.90634e+06,-42.4301,-1670.52,-777.85,2000
-1.6537e+06,-1.40971e+06,1.84798e+06,877.261,1052.85,-367.29,2000
-2.8638e+06,-697213,-4.67799e+06,1680.57,675.753,2114.29,2000
-2.23707e+06,-1.67987e+06,3.04811e+06,2754.83,-926.556,-103.053,2000
-835090,-2.69452e+06,3.46842e+06,751.486,1724.92,-1449.24,2000
-2.01576e+06,-3.67309e+06,4.01686e+06,1078.23,1817.13,-2058.48,2000
-5.20893e+06,655217,839114,2710.66,-319.03,-400.961,2000
-461383,5.33573e+06,-1.83665e+06,141.708,-2810.82,1053.07,2000
-1.17096e+06,-2.47647e+06,-577102,216.194,1789.37,393.977,2000
3.04497e+06,1.02401e+06,-1.38931e+06,-2601.27,190.777,1265.54,2000
1.47504e+06,2.84738e+06,4.98041e+06,-607.22,-1443.24,-2059.88,2000
326699,122223,-4.76422e+06,-608.433,-775.149,2151.29,2000
-4.69146e+06,1.78892e+06,-916409,4288.16,-3860.18,-4327.99,2000
-3.05375e+06,3.15332e+06,2.42338e+06,1472.25,-1899.34,-1222,2000
-953516,-3.98634e+06,-3.43933e+06,322.974,1952.5,1769.2,2000
-1.01582e+06,-3.25614e+06,3.87334e+06,1568.97,2441.74,-3491.08,2000
5.66004e+06,-1.06424e+06,1.15876e+06,-2606.64,562.167,-521.478,2000
2.80321e+06,-2.62506e+06,3.33506e+06,-1817.63,1812.51,-1303.89,2000
-5.19104e+06,286780,1.08901e+06,2534.37,393.592,-926.036,2000
-550019,1.10388e+06,-2.08205e+06,-130.416,-491.388,1644.65,2000
-4.32645e+06,-2.61109e+06,6.25711e+06,-13116.5,-95450.9,108739,2000
-143155,-3.31729e+06,-2.76368e+06,977.003,2517.84,1610.38,2000
-3.63612e+06,-414784,3.14006e+06,857.514,91.0157,-1501.19,2000
387653,518660,-3.17409e+06,-178.27,-972.528,1434.08,2000
-168472,-4.25533e+06,-1.73156e+06,7554.05,-3080.79,11325.5,2000
-626292,-393908,2.45887e+06,112.399,-384.722,-1032.05,2000
1.91791e+06,4.5997e+06,-1.05586e+06,-1088.94,-1488.61,215.317,2000
-3.29941e+06,390893,2.35009e+06,1360.55,-145.341,-916.438,2000
-3.05263e+06,-3.6626e+06,3.4923e+06,1494.2,1602.39,-1474.15,2000
-1.15281e+06,-797822,1.55519e+06,365.829,216.134,-376.865,2000
2.10582e+06,-1.0006e+06,-2.37784e+06,-7885.42,-6481.66,-2634.69,2000
-749948,-5.8173e+06,-1.78117e+06,-3889.49,-6800.08,5509.85,2000
1.21594e+06,-5.39278e+06,-1.55364e+06,-270.546,2541.11,875.09,2000
-2.86581e+06,2.53912e+06,2.07913e+06,1205.9,-1141.24,-1263.92,2000
3.81561e+06,3.43412e+06,1.2685e+06,-1959.25,-1984.33,-585.785,2000
78925.6,-814079,-4.86195e+06,240.278,611.452,1526.08,2000
-183811,-1.20445e+06,1.0139e+06,-104.23,472.18,-697.729,2000
-671159,-3.17969e+06,1.59514e+06,274.24,1547.09,-786.75,2000
-470752,3.33008e+06,-1.23475e+06,58.9563,-1564.79,426.272,2000
1.70492e+06,3.41846e+06,104201,-0.124795,-3110.04,648.719,2000
-1.17793e+06,171494,-468892,1000.8,-483.071,-232.074,2000
