x,y,z,vx,vy,vz,temp
-638177,3.82634e+06,-1.06331e+06,-481.858,-5803.76,2310.11,2000
-1.93441e+06,-825627,1.47036e+06,1431.2,4895.82,-7124.16,2000
1.24475e+06,3.1628e+06,507754,-1204.42,-6537.14,-758.993,2000
5.42117e+06,-1.88567e+06,-554491,-3128.63,606.694,-4803.94,2000
2.38548e+06,434942,-496525,-637.732,-3092.07,2463.52,2000
-4.78204e+06,778247,1.82717e+06,-18781,-4506.98,-6723.37,2000
-2.99959e+06,-2.09907e+06,-1.4497e+06,7427.93,4209.79,-409.126,2000
2.07064e+06,-196319,-1.02178e+06,-2120.51,-164.37,545.746,2000
1.23447e+06,2.23665e+06,243965,-1918.4,-2400.65,-1843.71,2000
2.12828e+06,-1.29952e+06,-1.31863e+06,-8037.19,658.129,3624.58,2000
-1.59441e+06,-1.20358e+06,1.5612e+06,4215.74,1466.85,-7192.32,2000
3.66189e+06,-1.11276e+06,-1.24369e+06,-6261.55,957.538,2838.59,2000
-728107,1.86466e+06,1.06817e+06,2629.42,-3091.62,-4308.91,2000
-2.79682e+06,-240854,2.7235e+06,-5684.43,3791.65,2711.89,2000
-1.73732e+06,-508938,-3.45653e+06,2409.39,-807.77,5634.42,2000
-1.13397e+06,-1.54392e+06,2.18307e+06,2938.58,1874.3,-4593.35,2000
-217002,3.10798e+06,1.3009e+06,2079.13,18981.2,-8275.42,2000
-1.1831e+06,-2.15745e+06,2.52579e+06,2596.96,5266.69,-4287.16,2000
-4.06728e+06,-487039,306438,2902.2,-5066.7,-2611.44,2000
-525123,3.00679e+06,-1.4969e+06,-2213.68,-6925.55,2306.28,2000
-1.9547e+06,-683496,99485.9,-6441.65,7083.3,4373.89,2000
2.48113e+06,386165,-600392,-2348.11,-3288.85,4163.03,2000
1.04461e+06,1.7087e+06,3.37724e+06,-1532.5,-4560.75,-6271.2,2000
-237013,-672250,-3.08463e+06,-1853.82,-3296.2,6532.49,2000
-3.07452e+06,433620,-1.71005e+06,5372.91,-3275.67,-783.929,2000
-1.91719e+06,2.05991e+06,1.33831e+06,4359.87,-3319.48,-4020.55,2000
-641211,-2.37097e+06,-1.96462e+06,1837.77,6189.28,5512.01,2000
421005,-356048,858219,4124.09,9263.13,-9367.98,2000
3.48097e+06,-651960,729584,-9488.82,1186.29,-1744.23,2000
-2.72951e+06,-1.47552e+06,5.96812e+06,-13570.1,3548.83,4939.24,2000
-2.19044e+06,1.36499e+06,659424,12848.2,4186.84,-730.625,2000
-563236,63652.2,-685099,812.172,-4567.85,3248.69,2000
-9.6646e+06,-4.16982e+07,5.07583e+07,-13005.1,-95300.5,108493,2000
777853,-1.67686e+06,-1.70049e+06,2984.97,4823.1,2939.93,2000
-2.41307e+06,-250503,1.82167e+06,4747.34,-83.5196,-4506.5,2000
256786,-154653,-2.28464e+06,-309.254,-1058.52,2786.7,2000
2.7892e+06,-4.75609e+06,2.87579e+06,6596.24,612.982,10593.8,2000
-576741,-784764,1.6303e+06,130.934,-1193.36,-3155.75,2000
1.391e+06,3.71756e+06,-922917,-2233.99,-6513.2,2213.86,2000
-1.85537e+06,189887,1.20966e+06,5325.98,-1180.22,-4745.49,2000
-1.88643e+06,-2.43017e+06,2.32347e+06,4522.87,4764.76,-4595.81,2000
-835304,-655908,1.39948e+06,2047.22,342.895,199.278,2000
-902262,-3.65826e+06,-2.89512e+06,-5922.42,-5347.8,527.239,2000
-2.19439e+06,-8.00074e+06,561829,-3200.71,-4118.42,5726.95,2000
1.10241e+06,-3.29274e+06,-896151,1479.31,9189.61,2766.93,2000
-1.92631e+06,1.75129e+06,1.95265e+06,4281.45,-4508.7,-249.124,2000
2.21066e+06,1.99738e+06,766538,-4164.66,-3919.58,-2711.67,2000
8360.71,-697923,-3.3598e+06,1698.97,-3349.63,7253.28,2000
-300847,-867998,514359,-146.482,1051.65,-1734.4,2000
-478176,-1.90344e+06,1.03433e+06,622.259,5266.41,-1919.52,2000
-350951,2.10672e+06,-925226,576.031,-4803.21,943.574,2000
2.24479e+06,3.11983e+06,-723757,2076.51,-463.239,-4307.17,2000
1.08049e+07,1.58494e+06,-9.99962e+06,33640.3,4083.11,-26480.5,2000
1.3093e+06,1.15365e+06,2.4028e+06,-3790.72,-8792.57,10665.7,2000
-1.4636e+06,-2.76435e+06,1.53353e+06,2007.49,5816.26,-4053.06,2000
-48105.1,2.29962e+06,942077,-1519.77,-5112.37,-2281.3,2000
-276696,1.68657e+06,-1.67956e+06,1340.41,-2961.23,4801.14,2000
592331,-3.75223e+06,2.60945e+06,516.642,-181.546,13930.9,2000
-1.68777e+06,2.45928e+06,-179993,3143.1,-5675.45,744.93,2000
3.02625e+06,-1.08564e+06,340071,-5188.89,141.21,2248.32,2000
-5.42937e+06,5.27289e+06,-3.46969e+06,-1646.78,2767.65,-8211.37,2000
3.3044e+06,131683,-1.88789e+06,-6791.3,944.06,4911.69,2000
2.97924e+06,1.57466e+06,2.71092e+06,-82.7645,-1280.3,-4190.57,2000
9.94027e+06,1.94461e+06,-8.87641e+06,13998.6,-1822.12,-18754.4,2000
3.10428e+06,-590943,277531,-6319.57,-95.0557,19.3246,2000
-2.99593e+06,24210.8,836878,7689.52,1435.99,-2893.52,2000
-384857,-2.52669e+06,135070,1961.28,5181.61,3502.53,2000
428909,3.78826e+06,1.58998e+06,-198.065,-6260.82,-2382.36,2000
-42050.7,-393636,-2.73136e+06,2793.92,-890.874,4810.72,2000
1.02537e+06,-158113,4.35108e+06,-4420.85,7675.56,14050.3,2000
2.66494e+06,1.1601e+06,2.28279e+06,-5107.56,-3526.16,-5250.14,2000
-1.49507e+06,2.55585e+06,2.11217e+06,3234.15,-7227.12,-4976.48,2000
454492,-3.07332e+06,2.13935e+06,-1238.89,6025.48,-3947.1,2000
-484299,3.35092e+06,-1.35056e+06,488.89,-4723.86,3891.29,2000
365883,1.38967e+06,-537484,139.196,-2745.88,1288.48,2000
-3.30439e+06,1.12413e+06,-1.10297e+06,8903.38,-357.259,-3087.06,2000
1.73119e+06,1.27595e+06,-2.03339e+06,-2753.92,-4829.49,5009.32,2000
434052,939799,5.23365e+06,3496.47,-1421.78,15019.9,2000
-232993,-932519,3.28143e+06,1026.99,2238.61,-7999.38,2000
1.50298e+06,3.45624e+06,-2.58451e+06,-2112.78,15877.3,-19293,2000
1.82529e+06,-258726,-1.2874e+06,-2385.54,-843.198,2750.94,2000
-279325,1.63266e+06,1.98613e+06,1331.13,-4300.33,-5876.77,2000
-2.17938e+06,-356905,-2.65298e+06,5334.49,-4642.71,7964.57,2000
1.08714e+06,3.7228e+06,-1.01247e+06,-5388.62,-527.732,220.756,2000
-1.46901e+06,-7.52242e+06,-1.9354e+06,5784.09,-17669.2,-3673.49,2000
-1.32681e+06,-3.16148e+06,1.30356e+06,1695.9,7694.83,-737.847,2000
-1.4334e+06,-2.98672e+06,1.40729e+06,4608.82,6199.37,-2616.72,2000
-1.65361e+06,2.31131e+06,-32075.4,4140.81,-7519.96,4747.63,2000
-1.08839e+06,909230,-992559,3613.43,-4380.58,3723.33,2000
5.29609e+06,1.77106e+06,-6.64226e+06,19562.6,-6855.58,-15418.8,2000
-174324,2.92916e+07,5.61655e+06,-4079.84,56835,9956.57,2000
-550027,-2.12785e+06,272769,-175.17,5464.98,-2263.61,2000
184124,-998676,-839109,168.134,-1175.82,3580.81,2000
-1.5566e+06,-938036,-190640,4799.88,5619.63,-3499.79,2000
-145053,-1.36608e+06,1.77974e+06,-1014.78,5892.74,-3055.4,2000
-3.57056e+06,114826,-1.2055e+06,7502.4,1437.4,2423.91,2000
-1.09851e+06,-1.00566e+06,1.72739e+06,-14505.7,-26603.3,291.955,2000
-2.14593e+06,-1.94419e+06,-1.30892e+06,3201.28,4457.46,2024.22,2000
431756,-609978,2.88506e+06,-1718.05,-376.264,-6428.28,2000
1.37102e+06,433145,2.42532e+06,-2680.5,-401.386,-5820.5,2000
-936285,3.0456e+06,-342591,3232.49,-3754.29,254.398,2000
1.81912e+06,401813,-1.67395e+06,-1739.27,-1167.14,2651.13,2000
281394,-221500,1.84177e+06,-1593.6,77.5159,-2851.6,2000
-646249,-3.15764e+06,-1.35901e+06,1362.04,5589.36,6156.74,2000
-423864,-778448,1.60433e+06,-592.313,1635.57,-3128.57,2000
897190,-1.3062e+06,-2.7323e+06,1648.35,6635.69,1701.05,2000
-2.81422e+06,1.0538e+06,-1.72181e+06,4292.23,-3432.95,5635.39,2000
2.23119e+06,1.7873e+06,734147,-5365.34,-5322.05,-68.7243,2000
1.49168e+07,7.93488e+06,-2.28026e+07,40746.3,13627.1,-67979.5,2000
-2.49255e+06,172748,-146459,6815.24,-2491.78,25.6865,2000
-3.70662e+06,-147689,750947,7799.13,1553.23,-1997.6,2000
-3.93275e+06,-1.34775e+06,567045,6443.74,2676.9,-1033.3,2000
2.05028e+06,-4.14399e+06,-2.12228e+06,-5790.15,-11722.2,-3260.46,2000
-1.45881e+06,-3.09651e+06,1.41088e+06,2952.68,5002.8,-2287.78,2000
639189,-654166,-1.22478e+06,-1394.98,-489.965,3249.71,2000
-11503.3,-1.83478e+06,-1.55509e+06,1650.76,2728.09,2545.69,2000
-418588,-2.47305e+06,42762.6,2004.13,8170.67,-1300.62,2000
1.87243e+06,-1.26987e+06,-1.44687e+06,-4923.27,-974.687,5514.33,2000
3.00015e+06,-8409.86,756765,-6545.58,-1553.8,-3980.5,2000
1.45824e+06,-1.1328e+06,1.41103e+06,-4602.47,2906.99,-2432.89,2000
-3.48459e+06,1.38043e+06,-1.43216e+06,3340.14,1068.81,1366.99,2000
1.81634e+06,-2.13852e+06,-1.57164e+06,-4.12727,3999.4,4005.24,2000
1.75138e+06,-2.22878e+06,-1.07446e+06,-2303.67,6273.64,-84.6033,2000
-623477,-652264,1.55752e+06,-341.193,-2881.22,-918.123,2000
1.13726e+06,-816950,-3.52017e+06,-2569.94,81.2536,7645.32,2000
-1.43815e+06,-1.73346e+06,-836812,-9289.34,-6762.29,-683.432,2000
841811,1.26439e+06,1.23479e+06,479.163,-2280.33,-1736.73,2000
1.70963e+06,1.55932e+06,2.6815e+06,8977.09,-1987.85,-7513.51,2000
902006,-2.8003e+06,1.54966e+06,-7309.53,9805.12,1576.26,2000
401261,-2.0868e+06,-1.48012e+06,1077.83,6903.01,10379.9,2000
-1.89403e+07,-4.12469e+07,-9.31044e+06,-39644.4,-62373.1,-15693.7,2000
-2.43739e+06,149695,-121711,3750.9,-695.985,4405.2,2000
-605703,2.82678e+06,11779.4,356.021,-5922.82,113.995,2000
862435,-961764,2.44051e+06,-3623.89,4157.11,-2044.89,2000
-172587,-1.34452e+06,-1.06255e+06,1082.32,3785.68,1915.33,2000
1.24554e+06,1.21053e+06,2.50558e+06,-9697.09,646.022,1670.65,2000
2.40146e+06,-1.62634e+06,2.49486e+06,-3619.78,3192.67,-5636.51,2000
2.19442e+06,-1.22561e+06,303730,-3441.29,-6060.96,3198.72,2000
-1.89138e+06,-2.90963e+06,928808,4119.85,5670.48,169.939,2000
-3.54231e+06,-2.15398e+06,-141140,6151.74,3178.4,-221.433,2000
-5.60377e+06,-386560,3.97806e+06,-14522,6914.32,1201.71,2000
-334485,-1.67609e+06,-1.82079e+06,1068.59,5254.91,2652.35,2000
2.59364e+06,1.4834e+06,-1.83044e+06,-5629.34,-5127.36,-6272.93,2000
-2.75501e+06,3.83756e+06,-1.29648e+06,4974.11,3651,6540.62,2000
1.93331e+06,-471632,-2.17038e+06,-4572.6,-222.922,6171.37,2000
-219694,-961182,-1.11608e+06,357.871,775.407,3636.72,2000
1.45063e+06,-2.7011e+06,-783808,-2959.78,5877.51,-604.859,2000
2.78365e+06,829205,-1.53155e+06,-5127.62,-1428.14,4950.85,2000
-1.94529e+06,-3.08387e+06,997682,5580.7,6713.37,-1800.64,2000
5.73002e+06,9.79154e+06,1.04488e+07,13044.3,16148.7,13165.1,2000
-2.74906e+06,-904863,1.54494e+06,3000.16,2626.89,-5351.82,2000
-3.55193e+06,1.1874e+06,-543568,4969.64,-3668.77,1889.11,2000
961942,-217948,-2.62986e+06,-2147.62,-670.069,6742.2,2000
-1.07723e+06,63041.2,-347020,-1589.66,-17427.9,-12146.9,2000
1.72665e+06,-2.37178e+06,-199691,-2983.73,5834.74,-2026.38,2000
1.09098e+07,-2.57044e+07,3.65833e+07,11110,-42093.4,53772.2,2000
-1.44135e+06,3.54293e+06,-898693,2870.94,-6419.49,2658.58,2000
