x,y,z,vx,vy,vz,temp
-601348,4.19259e+06,-1.21963e+06,-548.362,-4665.75,2134.53,2000
-1.99491e+06,-1.13061e+06,1.95708e+06,271.162,3848.76,-7139,2000
1.32325e+06,3.58663e+06,556782,-1035.55,-5590.57,-636.619,2000
5.61793e+06,-1.92264e+06,-216247,-2473.62,470.652,-4876.84,2000
2.43808e+06,643416,-674273,-1001.93,-3027.71,2480.42,2000
-3.43737e+06,1.0886e+06,2.28242e+06,-19684.2,-4337.77,-6218.83,2000
-3.46069e+06,-2.36906e+06,-1.44117e+06,5870.12,3522.3,53.7144,2000
2.20041e+06,-186494,-1.05339e+06,-1618.09,-117.884,365.473,2000
1.34717e+06,2.40116e+06,349668,-1317.74,-2234.92,-1244.38,2000
2.63342e+06,-1.33666e+06,-1.57218e+06,-6399.67,486.06,3482.56,2000
-1.86135e+06,-1.26865e+06,2.04192e+06,3569.34,311.668,-6500.46,2000
4.05906e+06,-1.17558e+06,-1.42037e+06,-5065.49,848.215,2192.3,2000
-919685,2.05781e+06,1.3739e+06,2163.4,-2069.65,-5099.71,2000
-2.37023e+06,-507321,2.49118e+06,-6449.64,3796.67,3992.19,2000
-1.88716e+06,-436835,-3.79604e+06,1900.86,-1275.31,3979.42,2000
-1.33583e+06,-1.64504e+06,2.46384e+06,2875.24,1078.63,-3458.17,2000
-361171,1.74099e+06,1.85766e+06,1979.3,20025.4,-7456.23,2000
-1.3711e+06,-2.53735e+06,2.76506e+06,3599.28,6521.13,-6199.23,2000
-4.22937e+06,-122609,484760,1728.69,-5306.2,-2506.1,2000
-377804,3.48867e+06,-1.6043e+06,-1759.35,-6854.93,930.9,2000
-1.46885e+06,-1.19502e+06,-238362,-6909.97,7753.97,5268.35,2000
2.60691e+06,610546,-834743,-1236.21,-3209.03,2525.68,2000
1.14634e+06,1.99973e+06,3.78066e+06,-1366.46,-3770.3,-5272.39,2000
-101990,-434476,-3.51698e+06,-2053.09,-3066.79,5762.94,2000
-3.41996e+06,662774,-1.6278e+06,4548.63,-3276.04,-1546.66,2000
-2.19167e+06,2.23798e+06,1.60711e+06,3495.22,-1863.47,-3681.44,2000
-753265,-2.77239e+06,-2.32702e+06,1369.43,5307.69,4852.71,2000
127385,-1.00742e+06,1.50872e+06,4242.72,9270.82,-9203.56,2000
4.06585e+06,-749448,843394,-7347.48,1367.63,-1443.45,2000
-1.77224e+06,-1.71939e+06,5.60509e+06,-13779.1,3407.09,5458.83,2000
-3.06236e+06,1.05023e+06,705432,12037.2,4815.28,-590.186,2000
