x,y,z,vx,vy,vz,temp
-670251,2.53684e+06,-584190,244.907,-9881.11,3612.16,2000
-1.22448e+06,151781,191918,6060,6218.02,-8788.37,2000
957587,1.78364e+06,438133,-3051.31,-10428.7,639.342,2000
4.73973e+06,-1.72732e+06,-1.35335e+06,-4932.91,1278.03,-4504.5,2000
1.74784e+06,-285934,250427,-6388.1,-4330.81,5751.51,2000
-7.83711e+06,12729.3,632655,-17337.2,-4505.98,-7148.59,2000
-1.57925e+06,-1.441e+06,-820052,8292.22,5271.4,6831.65,2000
1.3729e+06,-175509,-892156,-7041.11,311.994,2760.66,2000
938316,1.6431e+06,-29985.7,-2484.92,-6364.32,-372.681,2000
920644,-1.05651e+06,-530582,-4882.01,8773.01,5168.55,2000
-494513,-631541,328872,8609.5,6147.29,-6487.75,2000
2.2259e+06,-881373,-637509,-11491.6,2152.32,4496.43,2000
-338641,1.10448e+06,300066,2136.37,-6373.92,-4665.45,2000
-3.58295e+06,403830,3.00009e+06,-3645.73,3736.76,718.278,2000
-1.16924e+06,-561316,-2.14837e+06,4566.02,239.542,10181.6,2000
-544026,-958130,1.02797e+06,3763,7027.25,-11383.6,2000
139633,6.12099e+06,-160586,2096.47,16695.3,-8699.53,2000
-571655,-968402,1.43475e+06,5748.49,9692.67,-9716.73,2000
-3.29184e+06,-1.27981e+06,-152784,6357.45,-4160.05,-2706.18,2000
-654812,1.7273e+06,-1.02976e+06,920.921,-8687.97,4048.74,2000
-2.68479e+06,584162,797749,-1396.33,7366.85,3164.36,2000
1.91156e+06,-176804,29941.3,-7232.49,-4505.01,4563.84,2000
753165,667145,1.95259e+06,-1874.82,-7961.8,-13030.9,2000
-319135,-1.10304e+06,-1.66088e+06,1024.01,-975.247,11051.9,2000
-1.89266e+06,-146377,-1.61984e+06,8979.43,-3614.14,2313.91,2000
-1.03117e+06,1.03818e+06,592591,5436.15,-11147.5,-6101.66,2000
-172642,-1.0034e+06,-842971,4216.99,10907.6,7979.64,2000
1.08098e+06,1.13375e+06,-706166,3578.33,7277.9,-8197.21,2000
1.60987e+06,-50567.5,256777,-9492.3,5363.9,-5203.34,2000
-4.99086e+06,-855496,6.72656e+06,-13045.3,3712.16,4068.32,2000
119159,1.83396e+06,473352,13749.8,194.343,-1791.68,2000
-388245,-753534,20374.9,1951.48,-3426.1,7051.7,2000
-1.18753e+07,-5.78986e+07,6.92013e+07,-13003.4,-95293.5,108484,2000
1.26243e+06,-894897,-908209,-111.317,4781.06,8263.18,2000
